Plot,Subplot,Species,Light_ISF,Core,Soil,Adult,AMF,EMF,NSC,Outcome
1,A,Acer saccharum,0.108,2017,Quercus rubra,984,13.18,,12.21,1.0
14,A,Quercus alba,0.06,2016,Acer saccharum,961,20.14,22.73,22.05,1.0
1,A,Acer saccharum,0.108,2017,Quercus rubra,1454,13.18,,12.21,1.0
1,C,Prunus serotina,0.106,2017,Quercus rubra,970,41.17,,12.04,1.0
1,A,Prunus serotina,0.108,2017,Quercus alba,1320,30.53,,13.74,1.0
14,C,Acer saccharum,0.053,2016,Sterile,561,6.31,,9.43,1.0
1,A,Prunus serotina,0.108,2017,Sterile,689,19.06,,14.53,1.0
1,D,Acer saccharum,0.107,2016,Acer rubrum,1326,15.93,,12.06,1.0
1,A,Prunus serotina,0.108,2017,Acer rubrum,1384,35.33,,13.75,1.0
1,A,Acer saccharum,0.108,2017,Acer rubrum,1384,16.6,,12.05,1.0
1,A,Prunus serotina,0.108,2017,Sterile,H,19.06,,14.53,1.0
1,D,Acer saccharum,0.107,2017,Quercus alba,1715,12.43,,12.53,1.0
14,C,Quercus alba,0.053,2016,Populus grandidentata,285,31.15,48.45,22.32,1.0
1,A,Acer saccharum,0.108,2017,Quercus alba,1205,12.86,,12.5,1.0
14,A,Quercus alba,0.06,2017,Quercus alba,415,23.75,42.94,22.08,0.0
1,A,Prunus serotina,0.108,2017,Quercus rubra,1595,40.18,,11.95,1.0
1,A,Acer saccharum,0.108,2016,Populus grandidentata,1201,14.16,,12.16,1.0
1,A,Acer saccharum,0.108,2017,Acer rubrum,1468,16.6,,12.05,1.0
1,D,Prunus serotina,0.107,2017,Acer rubrum,1386,35.76,,13.89,1.0
14,A,Quercus alba,0.06,2017,Prunus serotina,1027,18.12,29.83,19.58,0.0
1,C,Acer saccharum,0.106,2016,Quercus alba,1478,11.97,,12.52,1.0
1,A,Prunus serotina,0.108,2017,Acer rubrum,50,35.33,,13.75,1.0
14,A,Quercus alba,0.06,2017,Acer saccharum,1757,20.14,22.73,22.05,0.0
1,A,Acer saccharum,0.108,2017,Quercus rubra,921,13.18,,12.21,1.0
1,C,Prunus serotina,0.106,2017,Quercus rubra,984,41.17,,12.04,1.0
1,A,Acer saccharum,0.108,2016,Quercus alba,415,12.86,,12.5,1.0
1,D,Prunus serotina,0.107,2017,Sterile,G,18.62,,14.6,1.0
14,A,Quercus rubra,0.06,2016,Populus grandidentata,118,15.49,24.87,18.53,0.0
1,C,Acer saccharum,0.106,2017,Quercus rubra,1595,14.07,,12.21,1.0
1,C,Prunus serotina,0.106,2017,Sterile,J,17.5,,11.85,1.0
1,C,Prunus serotina,0.106,2017,Quercus alba,1205,29.33,,13.99,1.0
1,D,Acer saccharum,0.107,2017,Quercus rubra,1688,15.03,,12.26,1.0
14,A,Quercus rubra,0.06,2017,Quercus rubra,921,16.59,23.81,11.39,1.0
1,B,Prunus serotina,0.1,2017,Sterile,I,10.12,,11.8,1.0
1,B,Acer saccharum,0.1,2016,Acer saccharum,1330,18.5,,12.3,1.0
1,B,Prunus serotina,0.1,2017,Sterile,1027,10.12,,11.8,1.0
14,C,Prunus serotina,0.053,2017,Acer rubrum,50,18.23,,6.51,1.0
1,D,Prunus serotina,0.107,2017,Quercus alba,1715,30.83,,13.68,1.0
1,D,Acer saccharum,0.107,2016,Acer saccharum,561,22.47,,12.3,1.0
1,B,Prunus serotina,0.1,2017,Acer rubrum,1468,19.17,,12.04,1.0
1,D,Acer saccharum,0.107,2017,Acer saccharum,961,22.47,,12.3,1.0
1,D,Acer saccharum,0.107,2016,Acer saccharum,275,22.47,,12.3,1.0
1,B,Acer saccharum,0.1,2017,Acer saccharum,1323,18.5,,12.3,1.0
1,B,Acer saccharum,0.1,2017,Sterile,961,7.0,,12.24,1.0
1,B,Acer saccharum,0.1,2016,Sterile,1330,7.0,,12.24,1.0
1,D,Acer saccharum,0.107,2017,Quercus alba,1297,12.43,,12.53,1.0
1,D,Acer saccharum,0.107,2017,Acer rubrum,50,15.93,,12.06,1.0
14,A,Quercus rubra,0.06,2017,Sterile,1688,13.0,5.51,9.83,0.0
14,A,Prunus serotina,0.06,2016,Acer rubrum,1332,23.14,,6.58,1.0
14,A,Quercus alba,0.06,2017,Acer saccharum,561,20.14,22.73,22.05,0.0
1,B,Prunus serotina,0.1,2017,Quercus rubra,921,32.05,,13.75,1.0
1,D,Prunus serotina,0.107,2017,Quercus rubra,1454,35.09,,13.77,1.0
1,B,Prunus serotina,0.1,2017,Quercus rubra,1688,32.05,,13.75,1.0
2,C,Quercus rubra,0.097,2017,Prunus serotina,J,27.38,28.89,14.98,1.0
2,A,Acer saccharum,0.083,2017,Quercus alba,1297,14.7,,12.54,1.0
14,A,Quercus alba,0.06,2017,Acer saccharum,1323,20.14,22.73,22.05,0.0
2,A,Acer saccharum,0.083,2016,Quercus rubra,1688,13.82,,11.98,1.0
14,C,Quercus alba,0.053,2017,Quercus rubra,984,17.45,31.13,19.86,0.0
14,C,Quercus rubra,0.053,2017,Populus grandidentata,891,15.62,28.18,19.09,0.0
2,A,Acer saccharum,0.083,2017,Quercus rubra,1595,13.82,,11.98,1.0
2,A,Prunus serotina,0.083,2017,Sterile,G,10.01,,11.59,1.0
2,A,Acer saccharum,0.083,2017,Quercus alba,1715,14.7,,12.54,1.0
2,A,Quercus alba,0.083,2017,Prunus serotina,H,15.66,20.54,21.7,1.0
2,A,Prunus serotina,0.083,2017,Acer rubrum,1384,29.89,,11.48,1.0
2,D,Acer saccharum,0.1,2017,Quercus rubra,1454,14.57,,12.17,1.0
2,B,Prunus serotina,0.082,2016,Acer rubrum,1332,20.45,,13.27,1.0
14,A,Quercus rubra,0.06,2017,Acer saccharum,275,26.68,34.45,14.86,0.0
2,B,Acer saccharum,0.082,2017,Quercus alba,1478,14.77,,12.62,1.0
14,C,Quercus alba,0.053,2017,Prunus serotina,689,17.11,28.75,20.22,1.0
2,B,Acer saccharum,0.082,2017,Quercus rubra,921,14.34,,12.07,1.0
2,B,Prunus serotina,0.082,2016,Sterile,I,11.53,,11.61,1.0
14,A,Quercus alba,0.06,2017,Acer rubrum,1332,13.12,29.89,23.35,0.0
14,A,Quercus alba,0.06,2017,Prunus serotina,J,18.12,29.83,19.58,1.0
2,D,Prunus serotina,0.1,2017,Acer rubrum,1468,19.17,,12.04,1.0
2,D,Prunus serotina,0.1,2017,Sterile,J,10.12,,11.8,1.0
3,A,Acer saccharum,0.08,2017,Acer rubrum,1332,20.29,,11.95,1.0
3,C,Acer saccharum,0.103,2017,Acer rubrum,50,14.91,,12.15,1.0
14,B,Quercus rubra,0.074,2017,Prunus serotina,689,16.82,12.28,12.18,0.0
3,A,Acer saccharum,0.08,2016,Populus grandidentata,394,15.42,,12.19,1.0
14,E,Quercus alba,0.087,2017,Acer saccharum,275,21.0,25.23,22.15,0.0
3,A,Acer saccharum,0.08,2017,Acer saccharum,1757,21.03,,12.26,1.0
14,D,Quercus alba,0.059,2017,Sterile,1297,11.89,4.37,18.93,1.0
14,B,Quercus rubra,0.074,2016,Quercus alba,1478,17.11,34.78,17.6,0.0
14,D,Quercus alba,0.059,2017,Quercus alba,1715,23.51,38.9,21.65,1.0
3,C,Acer saccharum,0.103,2016,Populus grandidentata,891,14.82,,12.2,1.0
3,C,Quercus rubra,0.103,2016,Populus grandidentata,118,18.41,29.53,19.13,1.0
3,A,Acer saccharum,0.08,2016,Acer saccharum,275,21.03,,12.26,1.0
3,B,Acer saccharum,0.082,2016,Acer rubrum,1468,19.14,,12.02,1.0
3,B,Acer saccharum,0.082,2016,Acer saccharum,1330,19.3,,12.38,1.0
14,D,Quercus rubra,0.059,2017,Acer rubrum,1332,15.32,21.44,12.74,0.0
3,D,Acer saccharum,0.087,2017,Acer rubrum,1384,17.08,,12.17,1.0
14,D,Acer saccharum,0.059,2017,Sterile,275,6.23,,9.31,1.0
3,D,Acer saccharum,0.087,2016,Populus grandidentata,277,14.72,,12.21,1.0
3,D,Acer saccharum,0.087,2016,Acer saccharum,1323,19.8,,12.53,1.0
3,B,Acer saccharum,0.082,2017,Populus grandidentata,118,14.48,,12.2,1.0
7,A,Acer saccharum,0.078,2017,Populus grandidentata,891,15.86,,11.98,1.0
7,A,Acer saccharum,0.078,2017,Populus grandidentata,285,15.86,,11.98,1.0
7,A,Acer saccharum,0.078,2017,Acer saccharum,275,20.04,,11.93,1.0
14,D,Quercus alba,0.059,2017,Sterile,1478,11.89,4.37,18.93,1.0
7,A,Acer saccharum,0.078,2017,Quercus rubra,1688,14.75,,11.43,1.0
14,B,Quercus alba,0.074,2017,Prunus serotina,H,18.69,36.89,21.68,0.0
7,A,Acer saccharum,0.078,2016,Acer saccharum,1330,20.04,,11.93,1.0
7,C,Acer saccharum,0.082,2016,Acer saccharum,961,19.3,,12.38,1.0
7,A,Acer saccharum,0.078,2017,Quercus alba,1478,15.32,,12.51,1.0
7,A,Prunus serotina,0.078,2017,Acer rubrum,1326,31.87,,11.1,1.0
7,A,Acer saccharum,0.078,2016,Acer rubrum,1332,20.19,,11.64,1.0
7,A,Prunus serotina,0.078,2016,Quercus rubra,1454,32.31,,11.79,1.0
7,C,Prunus serotina,0.082,2017,Quercus alba,1297,25.27,,11.94,1.0
7,C,Acer saccharum,0.082,2017,Acer saccharum,561,19.3,,12.38,1.0
7,A,Acer saccharum,0.078,2017,Quercus rubra,1595,14.75,,11.43,1.0
7,A,Prunus serotina,0.078,2016,Acer rubrum,1468,31.87,,11.1,1.0
7,C,Acer saccharum,0.082,2017,Quercus rubra,984,14.34,,12.07,1.0
7,A,Acer saccharum,0.078,2017,Acer rubrum,50,20.19,,11.64,1.0
7,A,Prunus serotina,0.078,2016,Sterile,H,13.33,,8.93,1.0
7,A,Acer saccharum,0.078,2017,Populus grandidentata,394,15.86,,11.98,1.0
7,A,Acer saccharum,0.078,2017,Acer rubrum,1468,20.19,,11.64,1.0
7,C,Prunus serotina,0.082,2017,Quercus rubra,1595,40.12,,11.85,1.0
14,B,Quercus alba,0.074,2016,Quercus alba,1320,16.82,35.08,15.5,0.0
7,A,Acer saccharum,0.078,2017,Quercus alba,1715,15.32,,12.51,1.0
7,A,Prunus serotina,0.078,2017,Acer rubrum,1386,31.87,,11.1,1.0
7,A,Acer saccharum,0.078,2016,Quercus alba,415,15.32,,12.51,1.0
14,D,Quercus rubra,0.059,2016,Acer saccharum,1323,29.9,33.17,15.13,0.0
7,D,Acer saccharum,0.08,2016,Acer rubrum,1386,20.29,,11.95,1.0
7,D,Prunus serotina,0.08,2016,Quercus alba,415,25.38,,11.86,1.0
14,B,Quercus alba,0.074,2017,Sterile,1715,5.15,2.5,18.07,0.0
7,D,Prunus serotina,0.08,2017,Quercus alba,1320,25.38,,11.86,1.0
7,D,Acer saccharum,0.08,2017,Quercus rubra,1454,14.69,,12.11,1.0
14,D,Quercus alba,0.059,2017,Quercus alba,1205,23.51,38.9,21.65,0.0
7,D,Prunus serotina,0.08,2017,Acer rubrum,1332,32.34,,11.26,1.0
14,B,Acer saccharum,0.074,2017,Sterile,1757,7.43,,11.67,1.0
7,B,Prunus serotina,0.079,2017,Quercus rubra,984,32.91,,11.73,1.0
14,B,Quercus rubra,0.074,2016,Populus grandidentata,277,16.81,28.75,18.31,0.0
7,B,Acer saccharum,0.079,2016,Quercus alba,1205,14.89,,12.55,1.0
14,D,Quercus rubra,0.059,2017,Sterile,970,13.96,4.83,9.8,0.0
7,D,Prunus serotina,0.08,2017,Quercus rubra,1688,32.14,,11.7,1.0
7,B,Acer saccharum,0.079,2016,Quercus rubra,921,13.53,,11.39,1.0
7,B,Prunus serotina,0.079,2016,Quercus alba,1715,25.54,,11.87,1.0
14,B,Quercus rubra,0.074,2017,Acer rubrum,1386,19.45,30.54,13.79,0.0
7,D,Acer saccharum,0.08,2017,Quercus rubra,970,14.69,,12.11,1.0
7,D,Prunus serotina,0.08,2017,Quercus rubra,921,32.14,,11.7,1.0
7,B,Prunus serotina,0.079,2016,Quercus alba,1205,25.54,,11.87,1.0
14,D,Quercus rubra,0.059,2017,Sterile,1595,13.96,4.83,9.8,1.0
7,B,Acer saccharum,0.079,2016,Acer saccharum,1757,19.56,,11.89,1.0
7,D,Prunus serotina,0.08,2017,Sterile,G,12.2,,11.6,1.0
14,B,Quercus alba,0.074,2017,Quercus rubra,970,16.07,40.12,17.76,0.0
8,A,Acer saccharum,0.061,2016,Acer saccharum,1330,14.77,,12.55,1.0
14,D,Quercus rubra,0.059,2017,Sterile,1454,13.96,4.83,9.8,0.0
8,A,Acer saccharum,0.061,2016,Quercus alba,1478,14.32,,12.65,1.0
14,B,Quercus alba,0.074,2017,Sterile,1205,5.15,2.5,18.07,1.0
14,B,Quercus alba,0.074,2017,Acer rubrum,1386,20.86,30.95,23.15,0.0
14,D,Quercus alba,0.059,2017,Quercus rubra,1454,16.11,26.18,18.02,0.0
14,D,Quercus rubra,0.059,2017,Prunus serotina,J,18.74,14.01,11.44,0.0
8,C,Acer saccharum,0.061,2016,Populus grandidentata,394,12.65,,11.57,1.0
8,A,Quercus alba,0.061,2017,Prunus serotina,I,18.67,28.69,20.78,1.0
15,A,Quercus rubra,0.087,2017,Sterile,1454,4.4,4.5,14.85,0.0
8,C,Acer saccharum,0.061,2017,Quercus alba,1205,14.32,,12.65,1.0
15,A,Quercus rubra,0.087,2017,Prunus serotina,J,22.29,27.83,14.95,0.0
8,A,Acer saccharum,0.061,2017,Quercus rubra,984,12.84,,11.41,1.0
15,C,Quercus alba,0.103,2016,Quercus alba,1320,11.03,36.83,16.88,0.0
8,C,Acer saccharum,0.061,2016,Acer rubrum,1332,16.5,,11.37,1.0
15,A,Quercus rubra,0.087,2016,Populus grandidentata,1201,17.67,27.55,18.51,0.0
8,A,Acer saccharum,0.061,2016,Acer rubrum,1326,16.5,,11.37,1.0
8,A,Acer saccharum,0.061,2016,Populus grandidentata,118,12.65,,11.57,1.0
8,C,Prunus serotina,0.061,2016,Acer rubrum,1326,23.28,,6.68,1.0
15,A,Acer saccharum,0.087,2016,Sterile,961,8.7,,12.39,1.0
8,C,Acer saccharum,0.061,2017,Acer saccharum,1757,14.77,,12.55,1.0
8,C,Acer saccharum,0.061,2016,Populus grandidentata,277,12.65,,11.57,1.0
8,C,Acer saccharum,0.061,2016,Acer saccharum,961,14.77,,12.55,1.0
8,D,Acer saccharum,0.063,2017,Quercus alba,1715,14.46,,12.46,1.0
15,A,Quercus alba,0.087,2017,Prunus serotina,J,14.85,26.55,22.96,1.0
8,B,Acer saccharum,0.066,2017,Quercus rubra,1595,12.86,,11.24,1.0
8,D,Acer saccharum,0.063,2016,Populus grandidentata,1201,12.47,,11.38,1.0
15,A,Quercus rubra,0.087,2016,Populus grandidentata,285,17.67,27.55,18.51,0.0
8,D,Prunus serotina,0.063,2017,Sterile,689,12.27,,8.42,1.0
8,D,Acer saccharum,0.063,2017,Quercus rubra,921,12.23,,11.16,1.0
8,B,Acer saccharum,0.066,2017,Quercus rubra,970,12.86,,11.24,1.0
8,B,Acer saccharum,0.066,2017,Acer rubrum,1384,18.92,,11.04,1.0
8,D,Acer saccharum,0.063,2016,Acer saccharum,1323,14.78,,11.64,1.0
15,C,Quercus alba,0.103,2017,Sterile,415,12.75,12.9,21.21,0.0
15,C,Quercus rubra,0.103,2017,Sterile,1688,8.99,6.46,15.82,0.0
8,B,Acer saccharum,0.066,2017,Acer rubrum,50,18.92,,11.04,1.0
9,C,Acer saccharum,0.077,2017,Acer rubrum,1468,18.87,,10.99,1.0
9,A,Acer saccharum,0.065,2017,Acer saccharum,275,17.4,,12.07,1.0
15,A,Quercus rubra,0.087,2016,Quercus alba,1320,19.95,20.02,17.91,0.0
9,C,Acer saccharum,0.077,2017,Acer rubrum,1384,18.87,,10.99,1.0
9,C,Acer saccharum,0.077,2016,Sterile,561,9.04,,11.92,1.0
9,D,Acer saccharum,0.073,2017,Acer saccharum,1757,13.75,,11.53,1.0
9,D,Acer saccharum,0.073,2016,Acer saccharum,961,13.75,,11.53,1.0
15,A,Prunus serotina,0.087,2016,Acer rubrum,1326,16.18,,13.69,1.0
9,D,Acer saccharum,0.073,2017,Acer rubrum,50,19.03,,11.07,1.0
9,D,Acer saccharum,0.073,2016,Acer rubrum,1332,19.03,,11.07,1.0
10,C,Prunus serotina,0.075,2017,Acer rubrum,1468,22.96,,6.73,1.0
15,A,Quercus rubra,0.087,2017,Quercus rubra,970,15.64,32.29,14.81,1.0
10,A,Acer saccharum,0.051,2017,Quercus rubra,970,11.32,,10.87,1.0
10,C,Prunus serotina,0.075,2017,Acer rubrum,50,22.96,,6.73,1.0
10,A,Acer saccharum,0.051,2017,Quercus rubra,1454,11.32,,10.87,1.0
15,A,Quercus alba,0.087,2016,Populus grandidentata,118,19.31,23.28,22.02,1.0
10,B,Acer saccharum,0.072,2017,Acer rubrum,1468,18.01,,10.95,1.0
10,B,Acer saccharum,0.072,2016,Populus grandidentata,1201,10.09,,11.44,1.0
10,B,Acer saccharum,0.072,2017,Quercus alba,1297,15.03,,12.34,1.0
15,C,Prunus serotina,0.103,2017,Quercus alba,1205,32.23,,13.59,0.0
10,B,Acer saccharum,0.072,2016,Populus grandidentata,285,10.09,,11.44,1.0
10,B,Acer saccharum,0.072,2016,Populus grandidentata,118,10.09,,11.44,1.0
10,D,Acer saccharum,0.06,2017,Quercus alba,1715,16.9,,11.67,1.0
11,A,Acer saccharum,0.068,2017,Quercus rubra,921,13.32,,11.2,1.0
15,A,Quercus rubra,0.087,2017,Quercus alba,415,19.95,20.02,17.91,0.0
15,C,Quercus rubra,0.103,2017,Acer rubrum,1468,19.17,21.63,14.25,0.0
11,A,Acer saccharum,0.068,2016,Quercus rubra,1688,13.32,,11.2,1.0
11,C,Acer saccharum,0.055,2017,Quercus alba,1297,17.78,,11.53,1.0
11,C,Prunus serotina,0.055,2017,Acer rubrum,50,18.64,,5.91,1.0
11,C,Prunus serotina,0.055,2016,Acer rubrum,1332,18.64,,5.91,1.0
11,C,Prunus serotina,0.055,2017,Acer rubrum,1468,18.64,,5.91,1.0
15,A,Quercus alba,0.087,2017,Sterile,1320,5.29,4.78,20.18,0.0
15,A,Acer saccharum,0.087,2017,Sterile,1757,8.7,,12.39,1.0
11,C,Prunus serotina,0.055,2017,Sterile,J,15.84,,8.05,1.0
15,E,Quercus alba,0.086,2016,Populus grandidentata,891,18.23,22.62,22.13,1.0
11,A,Acer saccharum,0.068,2016,Quercus alba,415,14.46,,12.47,1.0
11,A,Prunus serotina,0.068,2017,Sterile,689,12.52,,9.3,1.0
11,C,Acer saccharum,0.055,2017,Quercus rubra,1595,13.31,,10.79,1.0
11,B,Prunus serotina,0.055,2017,Sterile,G,15.84,,8.05,1.0
11,B,Acer saccharum,0.055,2016,Quercus alba,1320,17.78,,11.53,1.0
15,A,Quercus alba,0.087,2017,Quercus rubra,1595,21.02,35.22,19.21,0.0
11,D,Acer saccharum,0.05,2017,Quercus rubra,984,15.98,,10.76,1.0
15,C,Quercus alba,0.103,2016,Acer saccharum,1323,23.71,30.45,22.85,0.0
11,D,Acer saccharum,0.05,2017,Quercus rubra,1454,15.98,,10.76,1.0
15,C,Quercus alba,0.103,2016,Quercus alba,1478,11.03,36.83,16.88,0.0
15,C,Quercus rubra,0.103,2016,Quercus rubra,1688,19.39,42.58,14.74,1.0
12,A,Acer saccharum,0.063,2016,Quercus alba,1478,14.46,,12.46,1.0
12,A,Acer saccharum,0.063,2016,Quercus alba,415,14.46,,12.46,1.0
12,C,Prunus serotina,0.047,2017,Acer rubrum,1384,18.2,,6.92,1.0
12,A,Prunus serotina,0.063,2017,Acer rubrum,50,23.46,,6.73,1.0
15,E,Quercus alba,0.086,2017,Sterile,1478,5.33,5.07,20.69,0.0
15,D,Quercus alba,0.086,2016,Populus grandidentata,277,18.23,22.62,22.13,1.0
12,A,Prunus serotina,0.063,2016,Acer rubrum,1332,23.46,,6.73,1.0
15,D,Quercus alba,0.086,2017,Quercus rubra,1454,24.89,38.65,20.84,1.0
12,C,Prunus serotina,0.047,2017,Sterile,689,11.66,,8.16,1.0
12,A,Acer saccharum,0.063,2016,Quercus alba,1320,14.46,,12.46,1.0
15,B,Quercus rubra,0.11,2017,Acer rubrum,1386,21.18,28.3,14.48,1.0
15,E,Quercus alba,0.086,2017,Sterile,1297,5.33,5.07,20.69,0.0
12,B,Prunus serotina,0.06,2016,Acer rubrum,1326,23.14,,6.58,1.0
15,D,Quercus rubra,0.086,2016,Acer saccharum,1330,23.14,51.73,14.69,0.0
12,D,Acer saccharum,0.032,2017,Quercus rubra,970,16.73,,10.95,1.0
15,D,Quercus rubra,0.086,2017,Acer saccharum,1757,23.14,51.73,14.69,0.0
12,D,Acer saccharum,0.032,2017,Quercus rubra,984,16.73,,10.95,1.0
12,D,Prunus serotina,0.032,2017,Acer rubrum,1468,17.34,,7.05,1.0
12,B,Acer saccharum,0.06,2017,Quercus alba,1297,16.9,,11.67,1.0
12,D,Prunus serotina,0.032,2017,Acer rubrum,1386,17.34,,7.05,1.0
12,D,Acer saccharum,0.032,2017,Quercus alba,1205,15.49,,11.8,1.0
15,D,Quercus alba,0.086,2017,Prunus serotina,H,16.02,27.95,23.11,1.0
12,D,Prunus serotina,0.032,2017,Sterile,G,10.98,,8.22,1.0
12,B,Acer saccharum,0.06,2016,Quercus rubra,1688,13.4,,10.99,1.0
13,C,Acer saccharum,0.087,2016,Acer saccharum,1323,19.8,,12.53,1.0
15,B,Quercus rubra,0.11,2016,Quercus alba,1478,19.84,23.4,18.01,0.0
13,C,Acer saccharum,0.087,2016,Populus grandidentata,891,14.72,,12.21,1.0
13,A,Acer saccharum,0.052,2017,Acer rubrum,1386,16.73,,9.41,1.0
15,D,Prunus serotina,0.086,2017,Sterile,I,10.0,,11.55,1.0
15,D,Quercus alba,0.086,2017,Acer saccharum,275,22.6,32.45,22.53,0.0
13,A,Acer saccharum,0.052,2016,Populus grandidentata,277,12.29,,9.91,1.0
13,C,Acer saccharum,0.087,2016,Acer rubrum,1326,17.08,,12.17,1.0
13,A,Acer saccharum,0.052,2016,Populus grandidentata,394,12.29,,9.91,1.0
15,B,Quercus alba,0.11,2017,Quercus alba,1205,10.31,34.1,18.07,0.0
15,D,Quercus rubra,0.086,2017,Quercus alba,1715,18.65,24.37,19.29,1.0
13,B,Acer saccharum,0.093,2016,Populus grandidentata,285,14.34,,12.1,1.0
13,B,Acer saccharum,0.093,2016,Acer rubrum,1332,15.25,,12.18,1.0
13,D,Acer saccharum,0.086,2017,Acer rubrum,50,17.06,,12.05,1.0
13,B,Acer saccharum,0.093,2017,Acer saccharum,275,15.68,,12.21,1.0
13,B,Acer saccharum,0.093,2016,Acer saccharum,1330,15.68,,12.21,1.0
13,D,Acer saccharum,0.086,2016,Acer saccharum,961,18.1,,12.36,1.0
14,A,Prunus serotina,0.06,2017,Acer rubrum,1468,23.14,,6.58,1.0
15,B,Prunus serotina,0.11,2017,Sterile,J,11.97,,11.83,0.0
15,B,Quercus alba,0.11,2017,Acer rubrum,1468,11.55,21.45,23.66,1.0
14,C,Acer saccharum,0.053,2016,Quercus rubra,1688,14.35,,10.7,1.0
15,B,Quercus alba,0.11,2017,Acer rubrum,1384,11.55,21.45,23.66,0.0
15,D,Quercus rubra,0.086,2017,Acer rubrum,1332,19.61,25.72,14.36,0.0
14,A,Acer saccharum,0.06,2016,Sterile,1330,5.7,,9.03,1.0
14,C,Quercus alba,0.053,2017,Prunus serotina,I,17.11,28.75,20.22,1.0
15,D,Quercus rubra,0.086,2017,Quercus rubra,1454,15.82,47.36,14.79,1.0
14,A,Prunus serotina,0.06,2017,Sterile,I,12.79,,8.17,1.0
15,B,Acer saccharum,0.11,2017,Acer saccharum,275,21.35,,12.52,1.0
15,B,Prunus serotina,0.11,2017,Acer saccharum,275,51.92,,13.23,0.0
14,C,Acer saccharum,0.053,2017,Quercus alba,1205,16.5,,11.62,1.0
15,B,Acer saccharum,0.11,2016,Sterile,1330,8.91,,12.2,0.0
14,A,Acer saccharum,0.06,2017,Quercus rubra,970,13.4,,10.99,1.0
14,C,Acer saccharum,0.053,2016,Quercus alba,1478,16.5,,11.62,1.0
14,C,Acer saccharum,0.053,2016,Quercus alba,415,16.5,,11.62,1.0
14,A,Prunus serotina,0.06,2017,Acer rubrum,1384,23.14,,6.58,1.0
15,D,Quercus rubra,0.086,2016,Populus grandidentata,118,18.35,31.82,19.06,0.0
14,C,Prunus serotina,0.053,2016,Acer rubrum,1326,18.23,,6.51,1.0
15,B,Quercus rubra,0.11,2017,Sterile,921,12.78,6.14,15.89,0.0
14,C,Prunus serotina,0.053,2017,Sterile,H,14.56,,7.67,1.0
15,D,Quercus alba,0.086,2017,Prunus serotina,689,16.02,27.95,23.11,1.0
14,B,Acer saccharum,0.074,2017,Quercus alba,1715,14.68,,12.32,1.0
15,B,Quercus alba,0.11,2016,Acer saccharum,961,19.9,22.64,23.01,0.0
15,B,Quercus rubra,0.11,2016,Populus grandidentata,277,16.26,30.84,19.43,0.0
15,B,Acer saccharum,0.11,2017,Sterile,275,8.91,,12.2,1.0
14,B,Prunus serotina,0.074,2017,Sterile,G,6.98,,8.55,1.0
14,B,Prunus serotina,0.074,2017,Sterile,J,6.98,,8.55,1.0
15,A,Acer saccharum,0.087,2016,Quercus rubra,1688,14.91,,12.3,1.0
15,A,Acer saccharum,0.087,2017,Quercus rubra,1595,14.91,,12.3,1.0
15,B,Acer saccharum,0.11,2017,Acer saccharum,1757,21.35,,12.52,1.0
15,A,Prunus serotina,0.087,2017,Acer rubrum,1386,16.18,,13.69,1.0
15,A,Acer saccharum,0.087,2017,Quercus rubra,921,14.91,,12.3,1.0
15,A,Prunus serotina,0.087,2017,Sterile,1027,8.73,,11.93,1.0
15,A,Acer saccharum,0.087,2017,Quercus alba,1205,13.4,,12.46,1.0
15,A,Prunus serotina,0.087,2017,Acer rubrum,50,16.18,,13.69,1.0
15,A,Prunus serotina,0.087,2017,Sterile,H,8.73,,11.93,1.0
15,D,Acer saccharum,0.086,2016,Quercus alba,415,11.81,,12.43,1.0
15,D,Acer saccharum,0.086,2017,Quercus rubra,984,13.55,,11.98,1.0
15,B,Acer saccharum,0.11,2017,Quercus alba,1297,15.32,,12.61,1.0
15,D,Quercus rubra,0.086,2017,Quercus rubra,1595,15.82,47.36,14.79,0.0
15,B,Acer saccharum,0.11,2017,Quercus alba,1320,15.32,,12.61,1.0
16,C,Prunus serotina,0.133,2017,Sterile,G,18.81,,14.26,1.0
16,C,Prunus serotina,0.133,2017,Acer rubrum,1386,42.96,,14.12,1.0
16,C,Acer saccharum,0.133,2016,Quercus alba,1320,18.04,,12.65,1.0
16,A,Quercus rubra,0.122,2017,Quercus rubra,921,16.84,53.94,17.82,0.0
16,C,Acer saccharum,0.133,2017,Quercus alba,1715,18.04,,12.65,1.0
16,C,Acer saccharum,0.133,2016,Quercus rubra,1688,15.47,,12.46,1.0
16,C,Quercus rubra,0.133,2017,Sterile,921,17.08,9.35,16.41,1.0
16,C,Prunus serotina,0.133,2016,Acer rubrum,1326,42.96,,14.12,1.0
16,D,Acer saccharum,0.133,2017,Quercus rubra,970,15.47,,12.46,1.0
16,D,Acer saccharum,0.133,2017,Quercus rubra,1454,15.47,,12.46,1.0
16,A,Quercus rubra,0.122,2017,Prunus serotina,1027,18.86,34.99,16.51,1.0
16,A,Quercus rubra,0.122,2017,Quercus alba,1205,20.76,35.94,17.34,0.0
16,C,Quercus alba,0.133,2017,Quercus rubra,1595,11.12,41.61,18.86,0.0
16,C,Quercus alba,0.133,2017,Sterile,1715,15.2,19.43,20.31,0.0
16,B,Prunus serotina,0.105,2017,Acer rubrum,1332,33.94,,13.77,1.0
